bg_dog_id,dog name,sex,call name,dna reg ,registrations,whelp date,deceased,sire,sire_id,dam,dam_id,litter id,litter id_id,stud book,frozen semen,data_source,last updated,registered_name,image_urls,image_paths,primary_image,microchip,coat_color,eye_color,bite,height,weight,tail,rescue type
138852,INDIANLANDS BLACK DENIM COWBOY,Male,DEUCE,V803788 (AKC),WS54717301 (AKC),"Jul 18, 2016",,INDIANLANDS CADILLAC COWBOY,77640.0,INDIANLANDS I LOVE ROCK N ROLL AT GRACIOUS GOLDS,97717.0,40247.0,40247.0,,,Owner,7/18/2023 8:59:00 PM,INDIANLANDS BLACK DENIM COWBOY,https://bernergarde.org/DB/photos/Dog/BG138852-4.jpg|https://bernergarde.org/DB/photos/Dog/BG138852-4.jpg|https://bernergarde.org/DB/photos/Dog/BG138852-2.jpg|https://bernergarde.org/DB/photos/Dog/BG138852-3.jpg|https://bernergarde.org/DB/photos/Dog/BG138852-5.jpg,output/images/dog_138852_0.jpg|output/images/dog_138852_1.jpg|output/images/dog_138852_2.jpg|output/images/dog_138852_3.jpg|output/images/dog_138852_4.jpg,output/images/dog_138852_0.jpg,985112 ...,,,,,,,
139370,WCC'S NAYRU'S PEARL,Female,ZORA,,WS56219701 (AKC),"Dec 23, 2016",,NOBLE VAN'T STOKERYBOS,113339.0,WCC LUNA'S DIADEM,85660.0,40766.0,40766.0,,,BG Litter Submission,2/27/2017 5:33:00 PM,WCC'S NAYRU'S PEARL,https://bernergarde.org/DB/photos/Dog/BG139370-1.jpg|https://bernergarde.org/DB/photos/Dog/BG139370-1.jpg|https://bernergarde.org/DB/photos/Dog/BG139370-2.jpg,output/images/dog_139370_0.jpg|output/images/dog_139370_1.jpg|output/images/dog_139370_2.jpg,output/images/dog_139370_0.jpg,,,,,,,,
139527,DUDSWELRIVER SECRET PASSION,Female,ANGELIQUE,,EA686061 (CKC),"Jan 7, 2017",,DRAGON LESNA MAGIA,125253.0,VALENTINA P.S. I LOVE YOU,108960.0,40834.0,40834.0,,,BG Litter Submission,3/19/2017 2:41:00 PM,DUDSWELRIVER SECRET PASSION,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,968000 ...,,,,,,,
139690,ÖREGHEGYI-MACKO PEPINO,Male,,,"MET. BSH 265/15 (MEOE), NHSB 	3312104 (NHSB)","May 27, 2015",,CASTLEMTN'S KEIZER FOR THE BARKING BUNCH,90444.0,ÖREGHEGIY-MACKO LIKOPIN LUTRY,139691.0,40875.0,40875.0,,,,9/22/2017 2:37:00 AM,ÖREGHEGYI-MACKO PEPINO,https://bernergarde.org/DB/photos/Dog/BG139690-3.jpg|https://bernergarde.org/DB/photos/Dog/BG139690-3.jpg|https://bernergarde.org/DB/photos/Dog/BG139690-1.jpg|https://bernergarde.org/DB/photos/Dog/BG139690-2.jpg,output/images/dog_139690_0.jpg|output/images/dog_139690_1.jpg|output/images/dog_139690_2.jpg|output/images/dog_139690_3.jpg,output/images/dog_139690_0.jpg,900108 ...,Normal,Dark Brown,,66 cm,,,
139701,TWIN PINES FIRST EDITION,Female,EDIE,V861618 (AKC),"WS56393607 (AKC), P835-496 (UKC)","Feb 9, 2017",,SABLEJ FOR ALL THE MONEY IN THE WORLD WBK,79477.0,ELSIE OF TWIN PINES,110512.0,40878.0,40878.0,,,Breeder/Owner,9/26/2023 3:49:00 AM,TWIN PINES FIRST EDITION,https://bernergarde.org/DB/photos/Dog/BG139701-2.jpg|https://bernergarde.org/DB/photos/Dog/BG139701-2.jpg,output/images/dog_139701_0.jpg|output/images/dog_139701_1.jpg,output/images/dog_139701_0.jpg,985113 ...,Normal,Brown,Scissor,,,Normal,
139759,TRIPLE K CUPCAKE,Female,CUPCAKE,,WS48907804 (AKC),"Nov 28, 2014",,SCISCO DANE OF CANDLELIGHT,127974.0,BARC'S ROXIE — CIRCLES ROXIE,139757.0,40895.0,40895.0,,,AKC Website,5/14/2025 2:09:00 PM,TRIPLE K CUPCAKE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
139763,AYEHLI'S AROUND THE WORLD IN A DAY,Male,ATLAS,V837323 (AKC),WS55278604 (AKC),"Nov 12, 2016","Feb 28, 2022",AYEHLI'S KEEPER OF THE KEYS,72673.0,AYEHLI'S IN VINO VERITAS,83470.0,40591.0,40591.0,,Yes,BG Health Submission,6/29/2023 2:37:00 PM,AYEHLI'S AROUND THE WORLD IN A DAY,https://bernergarde.org/DB/photos/Dog/BG139763-4.jpg|https://bernergarde.org/DB/photos/Dog/BG139763-4.jpg|https://bernergarde.org/DB/photos/Dog/BG139763-3.jpg|https://bernergarde.org/DB/photos/Dog/BG139763-1.jpg|https://bernergarde.org/DB/photos/Dog/BG139763-2.jpg,output/images/dog_139763_0.jpg|output/images/dog_139763_1.jpg|output/images/dog_139763_2.jpg|output/images/dog_139763_3.jpg|output/images/dog_139763_4.jpg,output/images/dog_139763_0.jpg,985113 ...,Normal,Brown,,,,,
139948,LILLEMUS CALLIE CALLIOPÉ,Female,CALLIE,,DK00589/2017 (DKK),"Dec 14, 2016",,TERTZO'S OUT FOR JUSTICE,139924.0,LADY XIERA'S MAGGIE MAYFLOWER,96931.0,40928.0,40928.0,,,Breeder/Owner,10/23/2024 5:07:00 AM,LILLEMUS CALLIE CALLIOPÉ,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,208210 ...,Normal,Brown,Scissor,,,Normal,
140040,VIKING FACE HUGO BOSS,Male,HUGO,H146155 ISAG2006 (RVB),"3061876 (NHSB), SE229882014 (SKK)","Feb 23, 2014",,GEORGEOUS MC. GREGOR VOM RUMMELSBACH,87794.0,TARA AMBER OF  RAINBOW ISLAND,140041.0,40944.0,40944.0,,Yes,Breeder/Owner,11/4/2025 12:24:00 PM,VIKING FACE HUGO BOSS,https://bernergarde.org/DB/photos/Dog/BG140040-1.jpg|https://bernergarde.org/DB/photos/Dog/BG140040-1.jpg|https://bernergarde.org/DB/photos/Dog/BG140040-2.jpeg|https://bernergarde.org/DB/photos/Dog/BG140040-3.jpeg|https://bernergarde.org/DB/photos/Dog/BG140040-4.jpeg,output/images/dog_140040_0.jpg|output/images/dog_140040_1.jpg|output/images/dog_140040_2.jpg|output/images/dog_140040_3.jpg|output/images/dog_140040_4.jpg,output/images/dog_140040_0.jpg,752098 ...,Normal,Brown,Scissor,70 cm,55 kg,Normal,
140455,MILLENIUM STAR KALISSTO,Female,KALI,V807165 (AKC),"WS56468401 (AKC), RKF 4592891 (RKF)","May 16, 2016",,IVAR Z KRAINY ZEUSA,148805.0,MILLENIUM STAR JOVANNA,154575.0,41055.0,41055.0,,,BG Dog Submission,2/2/2019 7:36:00 PM,MILLENIUM STAR KALISSTO,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,Normal,Brown,,,,,
141506,MTN ELKS ONE SHOT AT A MIRACLE,Female,BAILEY,V10023266 (AKC),WS57201504 (AKC),"May 11, 2017",,ARUNDEL YES YOU STOLE MY HEART AT HAPI MTN,109337.0,KELLEYZROCKIN THE GATES OF GRACELAND,85024.0,41261.0,41261.0,,,BG Dog Submission,1/30/2022 4:55:00 PM,MTN ELKS ONE SHOT AT A MIRACLE,https://bernergarde.org/DB/photos/Dog/BG141506-1.jpg|https://bernergarde.org/DB/photos/Dog/BG141506-1.jpg,output/images/dog_141506_0.jpg|output/images/dog_141506_1.jpg,output/images/dog_141506_0.jpg,003557 ...,Normal,Brown,Scissor,,,Normal,
141528,STICK HOUSE BANE BERRY,Male,BANE,V849940 (AKC),WS53060501 (AKC),"Nov 29, 2015",,MIKES UTI HUMMER,119449.0,STICK HOUSE BERNESE HOLLY BERRY,89102.0,41269.0,41269.0,,,BG Dog Submission,3/6/2020 8:42:00 PM,STICK HOUSE BANE BERRY,https://bernergarde.org/DB/photos/Dog/BG141528-1.jpg|https://bernergarde.org/DB/photos/Dog/BG141528-1.jpg|https://bernergarde.org/DB/photos/Dog/BG141528-2.jpeg,output/images/dog_141528_0.jpg|output/images/dog_141528_1.jpg|output/images/dog_141528_2.jpg,output/images/dog_141528_0.jpg,,,,Scissor,,110 lbs,,
141758,MOUNTMAGIC'S DANCE OF GRIDIRON,Male,MAVERICK,V835132 (AKC),"WS58523301 (AKC), EG707829 (CKC)","Apr 29, 2017","Jun 4, 2022",KODIAK VAN DE KLAVERHOEVE,80169.0,MOUNT MAGIC'S VIERAUGLER VISTA,112579.0,41275.0,41275.0,"Mar, 2020",,BG Dog Submission,7/29/2022 11:47:00 AM,MOUNTMAGIC'S DANCE OF GRIDIRON,https://bernergarde.org/DB/photos/Dog/BG141758-5.jpg|https://bernergarde.org/DB/photos/Dog/BG141758-5.jpg|https://bernergarde.org/DB/photos/Dog/BG141758-1.jpg|https://bernergarde.org/DB/photos/Dog/BG141758-3.jpg|https://bernergarde.org/DB/photos/Dog/BG141758-4.jpg,output/images/dog_141758_0.jpg|output/images/dog_141758_1.jpg|output/images/dog_141758_2.jpg|output/images/dog_141758_3.jpg|output/images/dog_141758_4.jpg,output/images/dog_141758_0.jpg,982000 ...,Normal,,,,,,
142219,DEVON'S MR. MOONLIGHT,Male,GEORGE,V820931 (AKC),WS57664305  (AKC),"May 30, 2017",,ALDERFER JUST FOLLOW ME TO AYEHLI,125590.0,CORTON VAN 'T RIJKENSPARK,110952.0,41389.0,41389.0,,Yes,Breeder/Owner,9/14/2025 8:07:00 PM,DEVON'S MR. MOONLIGHT,https://bernergarde.org/DB/photos/Dog/BG142219-6.jpg|https://bernergarde.org/DB/photos/Dog/BG142219-6.jpg|https://bernergarde.org/DB/photos/Dog/BG142219-5.jpg|https://bernergarde.org/DB/photos/Dog/BG142219-1.jpg|https://bernergarde.org/DB/photos/Dog/BG142219-4.jpg,output/images/dog_142219_0.jpg|output/images/dog_142219_1.jpg|output/images/dog_142219_2.jpg|output/images/dog_142219_3.jpg|output/images/dog_142219_4.jpg,output/images/dog_142219_0.jpg,981020 ...,Normal,Dark Brown,,,,Normal,
142269,TANZANITE'S INCOMMUNICADO,Female,INCA,V859332 (AKC),WS57715303 (AKC),"Jul 15, 2017",,INDIAN IVANHOE FROM ORSINA'S LAND,75921.0,TANZANITE'S ONCE IN A SAPPHIRE MOON,121180.0,41403.0,41403.0,,,Breeder/Owner,7/15/2025 10:18:00 PM,TANZANITE'S INCOMMUNICADO,https://bernergarde.org/DB/photos/Dog/BG142269-4.jpg|https://bernergarde.org/DB/photos/Dog/BG142269-4.jpg|https://bernergarde.org/DB/photos/Dog/BG142269-2.jpg|https://bernergarde.org/DB/photos/Dog/BG142269-1.jpg,output/images/dog_142269_0.jpg|output/images/dog_142269_1.jpg|output/images/dog_142269_2.jpg|output/images/dog_142269_3.jpg,output/images/dog_142269_0.jpg,956000 ...,Normal,,,,,,
142341,L-SIN'S TAKE IT EASY AT PINE HILL,Male,HENLEY,V835376 (AKC),WS57549203 (AKC),"Jun 18, 2017",,ALPENSPIRIT BLUE SUEDE SHOES,129559.0,L-SIN'S MIDNIGHT IN PARIS,120518.0,41415.0,41415.0,,,Owner,5/21/2018 2:33:00 PM,L-SIN'S TAKE IT EASY AT PINE HILL,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
142527,VEVEY NO DIGGITY,Male,,,5100100101 (ANKC),"May 23, 2017",,VEVEY JET STREAM,124655.0,VEVEY DEFINATELY MAYBE,90147.0,41481.0,41481.0,,,Pedigree (Official),8/24/2017 1:18:00 AM,VEVEY NO DIGGITY,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,900079 ...,,,,,,,
142661,ALPINE LEGACYS BIG MACK,Male,,V819221 (AKC),WS51238202 (AKC),"Jul 31, 2015",,LEVI OF OXFORD,138984.0,WALNUT GROVE'S ROSIE,142747.0,41509.0,41509.0,,,Official Registration,9/10/2017 1:19:00 PM,ALPINE LEGACYS BIG MACK,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
142796,MIKES UTI J.J. JUNIOR,Male,JUNIOR,,WS50289401 (AKC),"Jan 24, 2015",,MIKES UTI M.JUNIOR,167783.0,MIKES UTI SUNNY,88212.0,41567.0,41567.0,,,BG Litter Submission,3/17/2022 1:23:00 PM,MIKES UTI J.J. JUNIOR,https://bernergarde.org/DB/photos/Dog/BG142796-1.jpeg|https://bernergarde.org/DB/photos/Dog/BG142796-1.jpeg,output/images/dog_142796_0.jpg|output/images/dog_142796_1.jpg,output/images/dog_142796_0.jpg,,,,,,,,
143081,DRIFTLESS LET THE REBELLION BEGIN,Female,GLOSS,V881826 (AKC),WS57096801 (AKC),"May 23, 2017",,TALLPINE'S WHAT A FOOL BELIEVES,123120.0,CAMEO'S GIRL ON FIRE V DRIFTLESS,98958.0,41669.0,41669.0,,,BG Dog Submission,5/18/2019 9:58:00 PM,DRIFTLESS LET THE REBELLION BEGIN,https://bernergarde.org/DB/photos/Dog/BG143081-4.jpg|https://bernergarde.org/DB/photos/Dog/BG143081-4.jpg|https://bernergarde.org/DB/photos/Dog/BG143081-3.jpg|https://bernergarde.org/DB/photos/Dog/BG143081-2.jpg|https://bernergarde.org/DB/photos/Dog/BG143081-5.jpg,output/images/dog_143081_0.jpg|output/images/dog_143081_1.jpg|output/images/dog_143081_2.jpg|output/images/dog_143081_3.jpg|output/images/dog_143081_4.jpg,output/images/dog_143081_0.jpg,,Normal,Dark Brown,Scissor,,,Normal,
143212,BERNTIERS PHANTOM,Male,,,SE22701/2017 (SKK),"Mar 5, 2017",,ERATO HARD RIVER,108605.0,BERNTIERS DIG FOR GOLD,143191.0,41696.0,41696.0,,,SKK Hunddata,9/30/2017 9:41:00 PM,BERNTIERS PHANTOM,https://bernergarde.org/DB/photos/Dog/BG143212-1.jpg|https://bernergarde.org/DB/photos/Dog/BG143212-1.jpg|https://bernergarde.org/DB/photos/Dog/BG143212-2.jpg,output/images/dog_143212_0.jpg|output/images/dog_143212_1.jpg|output/images/dog_143212_2.jpg,output/images/dog_143212_0.jpg,941000 ...,Normal,,,,,,
143235,CANTON SUR I FEEL IT COMING,Male,SALMON FEST,V843704 (AKC),"WS59931301 (AKC), 143235 (FCA)","Jun 1, 2017",,COOPER MAN VOM RUMMESLBACH,79101.0,FUNATIC HAPPY-GO-LUCKY,103767.0,41662.0,41662.0,,,BG Dog Submission,5/22/2018 12:00:00 PM,CANTON SUR I FEEL IT COMING,https://bernergarde.org/DB/photos/Dog/BG143235-3.jpeg|https://bernergarde.org/DB/photos/Dog/BG143235-3.jpeg|https://bernergarde.org/DB/photos/Dog/Salmon GCH.jpg|https://bernergarde.org/DB/photos/Dog/BG143235-2.JPG|https://bernergarde.org/DB/photos/Dog/BG143235-1.jpg,output/images/dog_143235_0.jpg|output/images/dog_143235_1.jpg|output/images/dog_143235_2.jpg|output/images/dog_143235_3.jpg|output/images/dog_143235_4.jpg,output/images/dog_143235_0.jpg,981098 ...,Normal,Brown,,,,,
143250,SENNWARTS JEFFERSON,Male,BOSTON,V834043 (AKC),"NHSB: 3058383 (NHSB), WS58191101 (AKC)","Sep 19, 2016","Dec 10, 2025",SENNWARTS CODY,98945.0,J'ADORE IMBRA LE CHIEN DU MONTAGNE,110455.0,41700.0,41700.0,,,BG Dog Submission,12/10/2025 7:33:00 PM,SENNWARTS JEFFERSON,https://bernergarde.org/DB/photos/Dog/BG143250-1.jpg|https://bernergarde.org/DB/photos/Dog/BG143250-1.jpg,output/images/dog_143250_0.jpg|output/images/dog_143250_1.jpg,output/images/dog_143250_0.jpg,,,,,,,,
143335,INDIAN HILL'S FORGED IN FIRE V FULL MOON,Male,BLADE,V845296 (AKC),WS57899801 (AKC),"Jul 11, 2017","Sep 27, 2024",MALICLOY NOW YOU SEE ME,133257.0,INDIAN HILL'S DANCE TO THE MUSIC V LEGEND RIGI,97845.0,41720.0,41720.0,"Jan, 2020",,BG Health Submission,1/7/2025 3:22:00 PM,INDIAN HILL'S FORGED IN FIRE V FULL MOON,https://bernergarde.org/DB/photos/Dog/BG143335-12.jpg|https://bernergarde.org/DB/photos/Dog/BG143335-12.jpg|https://bernergarde.org/DB/photos/Dog/BG143335-7.jpg|https://bernergarde.org/DB/photos/Dog/BG143335-10.jpg|https://bernergarde.org/DB/photos/Dog/BG143335-11.jpg,output/images/dog_143335_0.jpg|output/images/dog_143335_1.jpg|output/images/dog_143335_2.jpg|output/images/dog_143335_3.jpg|output/images/dog_143335_4.jpg,output/images/dog_143335_0.jpg,956000 ...,Normal,Brown,,,,,
143453,HICKORY'S CAN'T-CONTAIN-ME CALLIO-PI,Female,CALLIOPE,V884110 (AKC),WS57234101 (AKC),"Mar 14, 2017",,HICKORY'S MATTERHORN,133351.0,HICKORY'S SHE'S GOT A LOT TO SAY,98278.0,41762.0,41762.0,,,Breeder,5/18/2019 4:16:00 AM,HICKORY'S CAN'T-CONTAIN-ME CALLIO-PI,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,933000 ...,,,,,,,
143467,CREMONA HICKORY'S VON DEN SILBERBÄREN,Female,CREMONA,,"OHZB/BS 5516 (ÖKV), OHZBBS5516 (ÖKV), WS71644301 (AKC)","Jun 7, 2017",,HORACIO VOM MIRA BERNINA,100635.0,HICKORY'S NATURAL BEAUTY,119694.0,41770.0,41770.0,,,Breeder/Owner,7/2/2025 5:48:00 PM,CREMONA HICKORY'S VON DEN SILBERBÄREN,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,978000 ...,,,,,,,
143510,GILDA DE LLOBU ASTUR,Female,GINESSA,,"LOE2317247 (RSCE), 1135809 (CKC)","Aug 19, 2016",,IKER DE LAS CRUCES,143509.0,SELLA DE LLOBU ASTUR,94278.0,41778.0,41778.0,,,BG Dog Submission,9/6/2021 6:06:00 PM,GILDA DE LLOBU ASTUR,https://bernergarde.org/DB/photos/Dog/BG143510-1.jpg|https://bernergarde.org/DB/photos/Dog/BG143510-1.jpg|https://bernergarde.org/DB/photos/Dog/BG143510-2.jpg,output/images/dog_143510_0.jpg|output/images/dog_143510_1.jpg|output/images/dog_143510_2.jpg,output/images/dog_143510_0.jpg,981098 ...,Normal,Brown,Scissor,,,Normal,
143837,LIONHEARTS RAISIN THE BAR,Female,RAISIN,,WS56993401 (AKC),"Apr 8, 2017",,LIONHEARTS KALIFORNIACATION,92767.0,LIONHEARTS YA AIN'T SEEN NOTHING YET,116211.0,41862.0,41862.0,,,Breeder/Owner,8/17/2025 3:09:00 PM,LIONHEARTS RAISIN THE BAR,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,Normal,Dark Brown,Scissor,,,Normal,
144278,MAGLOD-FLAVI EMIR,Male,EMIR,,1136253 (CKC),"Sep 17, 2016","Sep 10, 2021",QUENTIN-TARANTINO VON DE WILDENHAYN,144277.0,XENA THE VARIOR PRINCES AV TRIOMAR,144274.0,42000.0,42000.0,,,BG Health Submission,5/20/2024 2:49:00 PM,MAGLOD-FLAVI EMIR,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,990000 ...,Normal,Dark Brown,Scissor,,,Normal,
144532,DUROYAUME ACANA,Female,,,BA558001 (CKC),"Jan 12, 2014",,HAUTBOIS UNIK BOULDER,126004.0,DU KALINOUR DUMBELL,85583.0,42044.0,42044.0,,,CKC Stud Book,12/3/2017 1:04:00 PM,DUROYAUME ACANA,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
144967,QUELLENS KISS ME N GET DRESSED,"Female (spayed Nov 30, 2023)",BLUE,V867257 (AKC),"WS58394103 (AKC), 1137916 (CKC)","Aug 28, 2017",,HIGH OAKS NAPOLEON,100622.0,QUELLEN'S HOO DRESSED YOU?,115992.0,42123.0,42123.0,,,Breeder/Owner,12/16/2025 5:07:00 PM,QUELLENS KISS ME N GET DRESSED,https://bernergarde.org/DB/photos/Dog/BG144967-4.jpg|https://bernergarde.org/DB/photos/Dog/BG144967-4.jpg|https://bernergarde.org/DB/photos/Dog/BG144967-3.jpg|https://bernergarde.org/DB/photos/Dog/BG144967-1.jpg|https://bernergarde.org/DB/photos/Dog/BG144967-2.jpg,output/images/dog_144967_0.jpg|output/images/dog_144967_1.jpg|output/images/dog_144967_2.jpg|output/images/dog_144967_3.jpg|output/images/dog_144967_4.jpg,output/images/dog_144967_0.jpg,956000 ...,Normal,Dark Brown,Scissor,,,Normal,
144969,QUELLEN'S KNATTILY DRESSED,Female,NATALIE,V878367 (AKC),WS58394105 (AKC),"Aug 28, 2017",,HIGH OAKS NAPOLEON,100622.0,QUELLEN'S HOO DRESSED YOU?,115992.0,42123.0,42123.0,,,BG Litter Submission,12/13/2017 11:06:00 PM,QUELLEN'S KNATTILY DRESSED,https://bernergarde.org/DB/photos/Dog/BG144969-2.jpeg|https://bernergarde.org/DB/photos/Dog/BG144969-2.jpeg|https://bernergarde.org/DB/photos/Dog/BG144969-1.jpeg,output/images/dog_144969_0.jpg|output/images/dog_144969_1.jpg|output/images/dog_144969_2.jpg,output/images/dog_144969_0.jpg,,Normal,Brown,Scissor,,,Normal,
144995,BELNOIS SHOTGUN RIDER,Male,COACH,V854348 (AKC),"EN715341 (CKC), WS65813301 (AKC)","Jul 12, 2017",,BELNOIS LOCKED N LOADED,108448.0,BELNOIS ACTION REACTION V NOUBA,108762.0,42142.0,42142.0,,No,Owner,9/11/2020 11:11:00 AM,BELNOIS SHOTGUN RIDER,https://bernergarde.org/DB/photos/Dog/BG144995-5.jpg|https://bernergarde.org/DB/photos/Dog/BG144995-5.jpg|https://bernergarde.org/DB/photos/Dog/BG144995-6.jpg|https://bernergarde.org/DB/photos/Dog/BG144995-7.jpg|https://bernergarde.org/DB/photos/Dog/BG144995-8.jpg,output/images/dog_144995_0.jpg|output/images/dog_144995_1.jpg|output/images/dog_144995_2.jpg|output/images/dog_144995_3.jpg|output/images/dog_144995_4.jpg,output/images/dog_144995_0.jpg,956000 ...,Normal,Brown,Scissor,"26""",110 lbs,Normal,
145275,HEMI OF HIGH COUNTRY,Male,HEMI,V858815 (AKC),WS51270802 (AKC),"Aug 27, 2015",,BLACK MOUNTAIN BERNER HANSEL,119774.0,HEMINGWAYH KATIE LOU,145273.0,42212.0,42212.0,,,BG Dog Submission,12/9/2025 9:54:00 PM,HEMI OF HIGH COUNTRY,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
146169,NAOMI ALEXBERNS,"Female (spayed Mar 1, 2022)",NAOMI,V854351 (AKC),"UKU 0281069 (UKU), 1138573 (CKC)","May 25, 2016","Mar 7, 2025",MICHIKOS EIEN,103773.0,ANTOINETTE JOSEPHINE ALEXBERNS,145937.0,42515.0,42515.0,,,BG Health Submission,3/10/2025 1:06:00 PM,NAOMI ALEXBERNS,https://bernergarde.org/DB/photos/Dog/BG146169-5.jpg|https://bernergarde.org/DB/photos/Dog/BG146169-5.jpg|https://bernergarde.org/DB/photos/Dog/BG146169-2.jpg|https://bernergarde.org/DB/photos/Dog/BG146169-3.jpg|https://bernergarde.org/DB/photos/Dog/BG146169-4.JPG,output/images/dog_146169_0.jpg|output/images/dog_146169_1.jpg|output/images/dog_146169_2.jpg|output/images/dog_146169_3.jpg|output/images/dog_146169_4.jpg,output/images/dog_146169_0.jpg,945000 ...,Normal,Dark Brown,Scissor,,,Normal,
146377,ADELE RIOMADEA GRANDE,Female,ADDIE MAY,,H11327BS (MEOE),"Aug 7, 2017",,DOREMIS COOL ICEMAN MCD,97872.0,TYRA RIOMADEA GRANDE,149431.0,42573.0,42573.0,,,Breeder/Owner,11/5/2024 1:35:00 AM,ADELE RIOMADEA GRANDE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
146500,BERNERBAY'S SIR ROSS SEBASTION,Male,ROSCO,,BW597395 (CKC),"Nov 24, 2014",,THEO VOM HAUS WALLBERT,97140.0,BERNERBAY'S ROXANNE ROLLS,126492.0,42625.0,42625.0,,No,BG Dog Submission,2/6/2018 9:24:00 PM,BERNERBAY'S SIR ROSS SEBASTION,https://bernergarde.org/DB/photos/Dog/BG146500-3.jpg|https://bernergarde.org/DB/photos/Dog/BG146500-3.jpg|https://bernergarde.org/DB/photos/Dog/BG146500-1.jpeg|https://bernergarde.org/DB/photos/Dog/BG146500-2.jpeg,output/images/dog_146500_0.jpg|output/images/dog_146500_1.jpg|output/images/dog_146500_2.jpg|output/images/dog_146500_3.jpg,output/images/dog_146500_0.jpg,,Normal,Dark Brown,Scissor,,98 lbs,Normal,
146528,B-HAVEN'S SHERPA'S ROCKY MOUNTAIN LEGACY,Male,LEGEND,V912706 (AKC),WS58081205 (AKC),"Aug 22, 2017",,OLIVER VAN'T STOKERYBOS,129464.0,B-HAVEN'S SHERPA'S MOUNTAIN DIVINE,115079.0,42636.0,42636.0,,,BG Dog Submission,4/18/2019 10:12:00 PM,B-HAVEN'S SHERPA'S ROCKY MOUNTAIN LEGACY,https://bernergarde.org/DB/photos/Dog/BG146528-2.jpg|https://bernergarde.org/DB/photos/Dog/BG146528-2.jpg|https://bernergarde.org/DB/photos/Dog/BG146528-4.jpg|https://bernergarde.org/DB/photos/Dog/BG146528-5.jpg|https://bernergarde.org/DB/photos/Dog/BG146528-6.jpg,output/images/dog_146528_0.jpg|output/images/dog_146528_1.jpg|output/images/dog_146528_2.jpg|output/images/dog_146528_3.jpg|output/images/dog_146528_4.jpg,output/images/dog_146528_0.jpg,985113 ...,,,Scissor,,105lbs,,
146554,DURRBACHLER VON ZAMBARA FUZZZY FLASH,Male,MAVERICK,,"WS58713401 (AKC),  (ACR)","Feb 10, 2017",,LABANC-VOLGYI LOOK AT ME,143592.0,KARMEN BOHEMIJOS ZIBUTE,143950.0,41898.0,41898.0,,,BG Litter Submission,4/16/2020 5:45:00 PM,DURRBACHLER VON ZAMBARA FUZZZY FLASH,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,642098 ...,Normal,Dark Brown,Scissor,,,Normal,
146975,CASCADE MTN JASPER'S ELLA,Female,,,CE605683 (CKC),"Mar 18, 2015",,JASPER OF BERNILAND,120050.0,MAKITA,122902.0,42747.0,42747.0,,,CKC Stud Book,2/25/2018 2:04:00 PM,CASCADE MTN JASPER'S ELLA,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
147143,MADEMOISELLE MONTIQUE,Female,,,KC (KC),"Sep 25, 2017",,BANGY BANGY MAGIA BERNA,119897.0,ROUNDTHORN KARMA,139110.0,42780.0,42780.0,,,GB KC Breed Record Supplement,3/2/2018 5:15:00 PM,MADEMOISELLE MONTIQUE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
147148,MULBERRY LADY,Female,AUTUMN,,AU04208703 (KC),"Sep 25, 2017",,BANGY BANGY MAGIA BERNA,119897.0,ROUNDTHORN KARMA,139110.0,42780.0,42780.0,,,GB KC Breed Record Supplement,7/3/2023 5:10:00 PM,MULBERRY LADY,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
147185,BEAU-TEA-FUL HICKORY RIOMADEA GRANDE,Female,VANI-TEA,V929034 (AKC),"WS63239203 (AKC), HR11335BS (HKS)","Oct 30, 2017","Dec 26, 2024",HICKORY'S ALL STEAMED UP,63096.0,ORELLA RIOMADEA GRANDE,146429.0,42789.0,42789.0,,,BG Health Submission,8/16/2025 9:48:00 AM,BEAU-TEA-FUL HICKORY RIOMADEA GRANDE,https://bernergarde.org/DB/photos/Dog/BG147185-1.jpg|https://bernergarde.org/DB/photos/Dog/BG147185-1.jpg|https://bernergarde.org/DB/photos/Dog/BG147185-2.jpg,output/images/dog_147185_0.jpg|output/images/dog_147185_1.jpg|output/images/dog_147185_2.jpg,output/images/dog_147185_0.jpg,191035 ...,,,,,,,
